attrition,age,daily_rate,distance_from_home,education,environment_satisfaction,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,business_travel,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.380952380952381,0.8904795991410164,0.6428571428571428,0.25,0.3333333333333333,0.8999999999999999,0.6666666666666667,0.0,1.0,0.08699315429173249,0.2675767918088737,0.0,0.0,0.0,0.0,0.6666666666666667,0.3333333333333333,0.07500000000000001,0.3333333333333333,0.6666666666666667,0.05,0.1111111111111111,0.06666666666666667,0.11764705882352941,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.23809523809523808,0.0007158196134574163,0.8214285714285714,0.5,0.6666666666666667,0.28571428571428575,0.3333333333333333,0.0,0.6666666666666667,0.053659820958399156,0.4357759486046978,0.5555555555555556,1.0,0.2142857142857143,0.0,0.3333333333333333,0.0,0.15000000000000002,0.6666666666666666,0.6666666666666667,0.1,0.1111111111111111,0.0,0.1764705882352941,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.2619047619047619,0.921259842519685,0.7142857142857143,0.75,0.3333333333333333,0.3,1.0,0.5,0.0,0.4724065297525013,0.32527604898614737,0.1111111111111111,0.0,0.0,0.0,0.6666666666666667,0.3333333333333333,0.25,0.16666666666666666,0.6666666666666667,0.25,0.5,0.5333333333333333,0.47058823529411764,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.3333333333333333,0.16607015032211883,0.14285714285714285,0.25,0.0,0.7142857142857142,1.0,0.0,0.3333333333333333,0.12053712480252765,0.5203372816703473,0.0,1.0,0.0714285714285714,0.0,1.0,0.6666666666666666,0.17500000000000002,0.8333333333333333,0.3333333333333333,0.15000000000000002,0.1111111111111111,0.0,0.29411764705882354,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.09523809523809518,0.7308518253400142,0.5357142857142857,0.25,1.0,0.9428571428571428,1.0,0.0,1.0,0.10142180094786732,0.20999799237100983,0.1111111111111111,1.0,0.1428571428571428,0.0,0.3333333333333333,0.6666666666666666,0.025,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.8333333333333333,0.7995705082319255,0.03571428571428571,0.75,0.0,0.6857142857142857,0.3333333333333333,0.75,1.0,0.7592417061611374,0.8001204577394098,0.2222222222222222,0.0,0.3571428571428571,0.0,0.6666666666666667,0.0,0.775,0.5,0.6666666666666667,0.625,0.4444444444444444,0.2,0.4117647058823529,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.4761904761904761,0.19255547602004294,0.03571428571428571,0.5,1.0,0.21428571428571425,0.6666666666666667,0.0,1.0,0.15455502896261192,0.08881750652479423,0.5555555555555556,1.0,0.0,0.0,0.6666666666666667,0.0,0.15000000000000002,0.5,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.14285714285714285,0.4087329992841804,0.35714285714285715,0.25,0.0,0.9428571428571428,1.0,0.25,0.6666666666666667,0.15808320168509743,0.246456534832363,0.0,0.0,0.4999999999999999,0.0,1.0,0.3333333333333333,0.125,0.8333333333333333,0.3333333333333333,0.1,0.1111111111111111,0.06666666666666667,0.1764705882352941,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.42857142857142855,0.7988546886184681,0.2857142857142857,0.75,0.6666666666666667,0.7428571428571429,0.3333333333333333,0.0,0.0,0.1262769878883623,0.19642642039751054,0.7777777777777777,0.0,0.8571428571428571,1.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.6666666666666667,0.125,0.16666666666666666,0.0,0.1764705882352941,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,0.380952380952381,0.22691481746599854,0.2142857142857143,0.75,0.0,0.32857142857142857,0.6666666666666667,0.5,0.3333333333333333,0.5784623486045287,0.770889379642642,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.325,0.6666666666666666,0.6666666666666667,0.30000000000000004,0.3333333333333333,0.13333333333333333,0.6470588235294118,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.07142857142857145,0.2068718682891911,0.5,0.25,0.6666666666666667,0.9428571428571428,0.6666666666666667,0.0,1.0,0.011743022643496574,0.6901023890784983,0.1111111111111111,0.0,0.2142857142857143,0.0,1.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.380952380952381,0.42734430923407296,0.17857142857142855,0.0,0.3333333333333333,0.7571428571428571,0.6666666666666667,0.0,0.0,0.10273828330700369,0.6026099176872114,0.2222222222222222,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.3333333333333333,0.6666666666666667,0.1,0.1111111111111111,0.06666666666666667,0.1764705882352941,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.8333333333333333,0.8446671438797423,0.14285714285714285,0.5,0.6666666666666667,0.39999999999999997,0.6666666666666667,1.0,0.6666666666666667,0.9523433385992629,0.3469584420799037,0.4444444444444444,0.0,0.0,0.0,1.0,0.3333333333333333,0.65,0.5,0.3333333333333333,0.35000000000000003,0.7222222222222222,0.26666666666666666,0.47058823529411764,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.3333333333333333,0.732283464566929,0.5357142857142857,0.0,0.3333333333333333,0.5999999999999999,0.0,0.0,0.0,0.15323854660347552,0.10387472395101385,0.1111111111111111,1.0,0.7857142857142857,1.0,0.3333333333333333,0.0,0.25,0.8333333333333333,0.6666666666666667,0.25,0.1111111111111111,0.4,0.4117647058823529,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.5714285714285714,0.42161775232641374,0.25,0.75,0.6666666666666667,0.2571428571428572,0.6666666666666667,0.25,0.3333333333333333,0.3062664560294892,0.7660710700662517,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666667,0.225,0.38888888888888884,0.26666666666666666,0.11764705882352941,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.6190476190476188,0.2684323550465283,0.2142857142857143,0.75,0.0,0.17142857142857143,0.3333333333333333,0.5,1.0,0.48651922064244335,0.0,0.3333333333333333,0.0,0.2142857142857143,0.0,1.0,0.3333333333333333,0.6000000000000001,0.6666666666666666,0.6666666666666667,0.55,0.3333333333333333,0.3333333333333333,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.6666666666666665,0.4316392269148174,0.03571428571428571,0.75,0.3333333333333333,0.7571428571428571,0.6666666666666667,1.0,0.0,0.9446024223275409,0.8322826741618149,0.3333333333333333,0.0,0.0714285714285714,0.0,1.0,0.0,0.55,0.3333333333333333,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.058823529411764705,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.35714285714285715,0.5884037222619899,0.03571428571428571,0.5,0.6666666666666667,0.6857142857142857,0.6666666666666667,0.0,1.0,0.07830437072143234,0.18373820517968278,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.17500000000000002,0.5,0.6666666666666667,0.025,0.05555555555555555,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.6190476190476188,0.9713672154617036,0.3214285714285714,0.75,1.0,0.1571428571428572,0.6666666666666667,0.25,1.0,0.2873091100579252,0.683677976309978,0.2222222222222222,1.0,0.1428571428571428,0.0,1.0,0.0,0.225,0.8333333333333333,1.0,0.1,0.1111111111111111,0.06666666666666667,0.1764705882352941,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.28571428571428564,0.016463851109520408,0.2857142857142857,0.25,1.0,0.7571428571428571,0.3333333333333333,0.0,0.6666666666666667,0.06303317535545025,0.5630596265810078,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.0,0.25,0.8333333333333333,0.6666666666666667,0.25,0.0,0.06666666666666667,0.47058823529411764,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.49999999999999994,0.5676449534717251,0.14285714285714285,0.5,1.0,0.3714285714285714,0.6666666666666667,0.25,1.0,0.05671406003159558,0.049829351535836175,0.3333333333333333,0.0,0.2142857142857143,0.0,0.6666666666666667,0.3333333333333333,0.47500000000000003,1.0,1.0,0.025,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,0.14285714285714285,0.5089477451682176,0.0,0.5,0.3333333333333333,0.4428571428571429,0.6666666666666667,0.0,1.0,0.06761453396524486,0.03718128889781168,0.2222222222222222,1.0,0.3571428571428571,0.0,0.0,0.3333333333333333,0.15000000000000002,0.3333333333333333,0.3333333333333333,0.05,0.0,0.13333333333333333,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.5952380952380951,0.8382247673586256,0.03571428571428571,0.25,1.0,0.5999999999999999,1.0,0.0,0.6666666666666667,0.08615060558188523,0.796185504918691,0.1111111111111111,0.0,0.0714285714285714,0.0,1.0,0.6666666666666666,0.15000000000000002,0.5,0.3333333333333333,0.125,0.16666666666666666,0.06666666666666667,0.23529411764705882,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.7619047619047619,0.5490336435218325,0.07142857142857142,0.25,0.0,0.7999999999999998,0.3333333333333333,0.0,0.6666666666666667,0.08815165876777253,0.06890182694238103,0.1111111111111111,1.0,0.2142857142857143,0.0,0.6666666666666667,0.0,0.07500000000000001,0.3333333333333333,0.6666666666666667,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.4047619047619047,0.564065855404438,0.03571428571428571,0.5,1.0,0.9571428571428571,0.6666666666666667,0.0,1.0,0.05292259083728278,0.30487853844609514,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.0,0.05,0.5,0.6666666666666667,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,0.42857142857142855,0.5368647100930565,0.14285714285714285,0.75,0.3333333333333333,0.7428571428571429,0.3333333333333333,0.0,0.0,0.12690889942074776,0.4407950210801044,1.0,1.0,0.2142857142857143,0.0,1.0,0.3333333333333333,0.15000000000000002,0.5,1.0,0.025,0.05555555555555555,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.35714285714285715,0.7437365783822476,0.0,0.5,0.6666666666666667,0.17142857142857143,1.0,0.25,0.0,0.2299631384939442,0.04412768520377433,0.2222222222222222,0.0,0.5714285714285713,0.0,0.0,0.6666666666666666,0.25,0.5,0.6666666666666667,0.125,0.16666666666666666,0.06666666666666667,0.1764705882352941,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,0.4047619047619047,0.259126700071582,0.10714285714285714,0.25,0.6666666666666667,0.6428571428571428,0.6666666666666667,0.0,1.0,0.04960505529225908,0.35398514354547284,0.1111111111111111,0.0,0.0714285714285714,0.0,0.6666666666666667,0.3333333333333333,0.025,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.21428571428571425,0.814602720114531,0.03571428571428571,0.75,1.0,0.04285714285714287,0.6666666666666667,0.0,0.0,0.07014218009478673,0.7075286087131099,0.1111111111111111,0.0,0.1428571428571428,0.0,1.0,0.3333333333333333,0.025,1.0,0.6666666666666667,0.025,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.19047619047619052,0.8983536148890479,0.8571428571428571,0.5,0.0,0.2571428571428572,0.0,0.0,0.6666666666666667,0.06761453396524486,0.33985143545472796,0.1111111111111111,0.0,0.0714285714285714,0.0,0.6666666666666667,0.0,0.025,0.3333333333333333,0.3333333333333333,0.025,0.0,0.0,0.058823529411764705,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.21428571428571425,0.6385110952040085,0.25,0.5,1.0,0.10000000000000003,0.6666666666666667,0.5,0.6666666666666667,0.4063717746182201,0.035374422806665334,0.1111111111111111,0.0,0.2857142857142857,0.0,1.0,0.0,0.225,0.0,0.6666666666666667,0.225,0.4444444444444444,0.06666666666666667,0.4117647058823529,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.28571428571428564,0.4430923407301359,0.0,0.25,0.6666666666666667,0.39999999999999997,0.6666666666666667,0.25,1.0,0.15808320168509743,0.3488054607508533,0.1111111111111111,0.0,0.8571428571428571,1.0,1.0,0.0,0.30000000000000004,0.3333333333333333,0.6666666666666667,0.30000000000000004,0.4444444444444444,0.2,0.4117647058823529,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.5476190476190477,0.9005010737294201,0.39285714285714285,0.5,0.3333333333333333,0.2714285714285714,0.6666666666666667,1.0,0.6666666666666667,0.9760926803580833,0.569604497088938,0.1111111111111111,0.0,0.0714285714285714,0.0,1.0,0.0,0.5750000000000001,0.0,0.6666666666666667,0.55,0.8333333333333333,1.0,0.47058823529411764,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.380952380952381,0.6893342877594846,0.7857142857142857,0.75,0.3333333333333333,0.5999999999999999,0.6666666666666667,0.25,0.6666666666666667,0.18741442864665614,0.31881148363782374,0.0,0.0,0.6428571428571427,1.0,0.6666666666666667,0.0,0.25,0.3333333333333333,0.6666666666666667,0.225,0.2777777777777778,0.5333333333333333,0.4117647058823529,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.4523809523809524,0.21904080171796705,0.6428571428571428,0.25,0.3333333333333333,0.6142857142857143,0.6666666666666667,0.0,0.3333333333333333,0.10600315955766193,0.32656093153985144,0.4444444444444444,0.0,0.7142857142857143,1.0,0.0,0.0,0.2,0.16666666666666666,0.6666666666666667,0.025,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.6666666666666665,0.7938439513242662,0.14285714285714285,0.75,0.0,0.9714285714285713,0.6666666666666667,0.25,1.0,0.25081621906266455,0.736839991969484,0.4444444444444444,1.0,0.7142857142857143,1.0,0.6666666666666667,0.0,0.35000000000000003,0.6666666666666666,0.6666666666666667,0.225,0.3333333333333333,0.0,0.47058823529411764,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,0.4047619047619047,0.8067287043664996,0.25,0.0,1.0,0.08571428571428569,1.0,0.0,1.0,0.06635071090047392,0.11234691828950011,0.1111111111111111,0.0,0.5714285714285713,0.0,1.0,0.0,0.025,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.058823529411764705,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.7142857142857142,0.3750894774516822,0.0,0.25,0.0,0.9714285714285713,0.3333333333333333,0.5,0.6666666666666667,0.23022643496577147,0.6906243726159406,1.0,1.0,0.1428571428571428,0.0,1.0,0.0,0.5750000000000001,0.3333333333333333,0.6666666666666667,0.025,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.23809523809523808,0.9534717251252683,0.14285714285714285,0.75,0.6666666666666667,0.28571428571428575,0.6666666666666667,0.0,0.6666666666666667,0.1280674038967878,0.36478618751254765,0.1111111111111111,1.0,0.1428571428571428,0.0,0.6666666666666667,0.0,0.05,0.5,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
